contractId;ticketDate
1842-EZJMK;2023-03-10
1842-EZJMK;2023-03-11
1842-EZJMK;2023-02-13
8079-XRJRS;2022-08-31
8079-XRJRS;2022-05-07
8079-XRJRS;2022-06-14
8079-XRJRS;2022-06-15
8079-XRJRS;2022-05-04
8079-XRJRS;2022-08-07
8884-ADFVN;2023-07-08
2720-WGKHP;2023-11-11
2720-WGKHP;2023-11-30
2869-ADAWR;2022-01-08
2869-ADAWR;2021-12-06
2869-ADAWR;2021-12-18
2869-ADAWR;2022-07-16
0637-UBJRP;2022-04-27
0637-UBJRP;2022-05-03
9853-JFZDU;2022-08-01
9853-JFZDU;2024-01-25
3058-HJCUY;2021-11-11
3058-HJCUY;2022-02-28
3058-HJCUY;2022-03-03
3058-HJCUY;2021-12-07
3259-FDWOY;2023-08-21
3259-FDWOY;2023-04-10
3259-FDWOY;2023-03-02
3259-FDWOY;2023-11-21
3259-FDWOY;2023-10-28
3259-FDWOY;2023-08-26
3259-FDWOY;2023-07-11
5298-GSTLM;2020-02-16
5298-GSTLM;2019-04-17
5298-GSTLM;2024-01-24
5298-GSTLM;2019-06-29
5298-GSTLM;2019-07-30
5748-RNCJT;2022-06-22
5748-RNCJT;2022-08-09
5748-RNCJT;2022-03-23
5748-RNCJT;2022-07-28
5748-RNCJT;2022-06-23
5748-RNCJT;2022-06-21
5748-RNCJT;2022-06-02
5748-RNCJT;2021-12-12
7739-LAXOG;2023-01-22
7739-LAXOG;2022-08-04
7739-LAXOG;2022-08-17
1422-DGUBX;2023-05-15
1422-DGUBX;2022-10-31
6034-ZRYCV;2022-10-07
6034-ZRYCV;2022-10-07
6034-ZRYCV;2022-10-07
6034-ZRYCV;2022-10-07
6034-ZRYCV;2022-10-07
6034-ZRYCV;2022-10-07
6034-ZRYCV;2022-10-07
0298-XACET;2020-01-06
0298-XACET;2022-08-19
6302-JGYRJ;2021-11-06
6302-JGYRJ;2021-11-13
6302-JGYRJ;2022-04-20
6302-JGYRJ;2021-12-01
3685-YLCMQ;2022-09-17
3685-YLCMQ;2022-04-28
3685-YLCMQ;2021-12-21
3685-YLCMQ;2022-09-13
3685-YLCMQ;2022-01-28
8634-MPHTR;2021-11-04
8634-MPHTR;2022-03-29
2478-EEWWM;2019-08-14
2478-EEWWM;2024-01-14
8761-NSOBC;2022-10-17
8761-NSOBC;2022-11-14
8761-NSOBC;2022-09-27
8164-OCKUJ;2020-02-22
8164-OCKUJ;2022-10-13
8164-OCKUJ;2019-05-14
8164-OCKUJ;2021-08-31
5419-JPRRN;2022-09-21
2474-BRUCM;2022-01-22
2474-BRUCM;2022-02-26
5708-EVONK;2023-04-27
5708-EVONK;2022-08-21
5708-EVONK;2022-12-29
5708-EVONK;2022-10-23
5708-EVONK;2022-08-03
8708-XPXHZ;2022-08-03
8708-XPXHZ;2022-06-02
8708-XPXHZ;2022-04-18
8708-XPXHZ;2022-07-03
8708-XPXHZ;2022-02-27
3190-XFANI;2023-06-30
3190-XFANI;2023-06-20
3190-XFANI;2023-07-02
3190-XFANI;2023-06-13
3190-XFANI;2023-06-26
4957-SREEC;2018-10-24
4957-SREEC;2021-10-28
0520-FDVVT;2022-07-12
0520-FDVVT;2022-09-17
0520-FDVVT;2022-09-29
0520-FDVVT;2022-05-09
1444-VVSGW;2022-05-14
1444-VVSGW;2022-10-04
1444-VVSGW;2022-06-15
1444-VVSGW;2022-04-12
1444-VVSGW;2022-08-19
1444-VVSGW;2022-06-13
1444-VVSGW;2022-08-30
6661-HBGWL;2023-05-30
6661-HBGWL;2023-03-29
6661-HBGWL;2023-05-26
6661-HBGWL;2023-02-03
1309-BXVOQ;2022-03-07
1309-BXVOQ;2022-04-20
4891-NLUBA;2023-08-05
4891-NLUBA;2021-01-02
4891-NLUBA;2023-09-05
4891-NLUBA;2020-04-24
4891-NLUBA;2021-10-17
3621-CEOVK;2023-10-03
1094-BKOSX;2021-03-10
1094-BKOSX;2023-01-24
6953-PBDIN;2021-02-11
6953-PBDIN;2021-04-02
6953-PBDIN;2022-04-03
4701-AHWMW;2022-03-10
4701-AHWMW;2022-02-06
4701-AHWMW;2022-05-04
4701-AHWMW;2022-06-12
4701-AHWMW;2022-03-26
4701-AHWMW;2022-03-06
0023-XUOPT;2023-12-12
7632-MNYOY;2023-01-01
7632-MNYOY;2022-12-27
7632-MNYOY;2023-01-07
7632-MNYOY;2023-03-19
7632-MNYOY;2023-03-25
7632-MNYOY;2023-01-12
6518-LGAOV;2022-07-05
6518-LGAOV;2022-07-23
6518-LGAOV;2022-07-31
9600-NAXZN;2022-05-25
9600-NAXZN;2022-05-06
9600-NAXZN;2022-01-01
9600-NAXZN;2022-01-15
6762-NSODU;2020-12-06
6762-NSODU;2021-06-28
3398-FSHON;2022-12-06
3319-DWOEP;2022-08-20
1074-WVEVG;2020-07-23
1074-WVEVG;2020-08-19
1074-WVEVG;2021-12-26
1074-WVEVG;2021-08-22
9259-PACGQ;2022-08-07
9259-PACGQ;2022-07-03
9259-PACGQ;2023-02-02
0898-XCGTF;2020-06-23
0898-XCGTF;2021-06-20
0898-XCGTF;2023-07-07
0898-XCGTF;2022-07-29
0822-QGCXA;2022-01-26
2832-KJCRD;2022-11-10
2346-CZYIL;2023-06-03
4940-KHCWD;2019-10-28
4940-KHCWD;2023-09-25
4940-KHCWD;2020-04-25
9412-ARGBX;2022-09-06
9412-ARGBX;2022-09-06
9412-ARGBX;2022-09-06
9412-ARGBX;2022-09-06
9412-ARGBX;2022-09-06
8080-POTJR;2021-12-28
1785-BPHTP;2023-03-30
3768-NLUBH;2022-02-19
3768-NLUBH;2022-01-25
3768-NLUBH;2022-02-08
3768-NLUBH;2022-01-24
7359-SSBJK;2023-10-06
7359-SSBJK;2023-08-18
7359-SSBJK;2023-07-21
7359-SSBJK;2023-10-04
7359-SSBJK;2023-10-01
7558-IMLMT;2020-12-01
7558-IMLMT;2021-06-24
7558-IMLMT;2020-09-25
7957-RYHQD;2022-12-06
7957-RYHQD;2022-09-17
7957-RYHQD;2022-09-04
7957-RYHQD;2022-09-24
7957-RYHQD;2022-10-22
2180-DXNEG;2023-01-05
5515-AKOAJ;2022-08-20
5515-AKOAJ;2022-09-06
5515-AKOAJ;2022-09-06
5515-AKOAJ;2022-08-06
5515-AKOAJ;2022-07-06
4114-QMKVN;2022-12-03
5294-CDGWY;2022-12-25
5294-CDGWY;2023-01-21
5294-CDGWY;2023-01-02
5294-CDGWY;2022-12-05
5294-CDGWY;2023-01-23
7931-PXHFC;2023-06-15
7931-PXHFC;2023-05-31
7931-PXHFC;2023-06-07
7931-PXHFC;2023-06-01
3990-QYKBE;2023-08-27
3990-QYKBE;2023-08-19
3990-QYKBE;2023-08-01
3990-QYKBE;2023-08-17
3990-QYKBE;2023-08-16
3090-HAWSU;2023-12-06
3090-HAWSU;2023-12-07
3090-HAWSU;2023-12-18
3090-HAWSU;2023-12-22
3090-HAWSU;2023-12-12
5204-QZXPU;2023-02-26
5204-QZXPU;2023-06-14
1320-GVNHT;2018-05-01
1320-GVNHT;2023-06-18
1320-GVNHT;2021-06-14
1320-GVNHT;2022-02-25
1320-GVNHT;2019-10-20
8071-SBTRN;2021-10-20
1113-IUJYX;2022-03-16
8992-JQYUN;2022-05-01
0617-AQNWT;2023-11-16
0617-AQNWT;2023-09-09
0617-AQNWT;2023-09-16
0617-AQNWT;2023-09-03
0617-AQNWT;2023-11-06
3005-NFMTA;2022-06-30
3005-NFMTA;2022-07-29
3005-NFMTA;2022-10-14
3005-NFMTA;2022-12-28
4078-SAYYN;2022-12-14
9079-YEXQJ;2023-08-31
9079-YEXQJ;2023-10-04
9079-YEXQJ;2023-09-19
9079-YEXQJ;2024-01-19
9079-YEXQJ;2023-08-03
2685-SREOM;2022-12-15
2685-SREOM;2022-12-20
0402-CQAJN;2022-11-21
0402-CQAJN;2022-11-17
1195-OIYEJ;2023-04-07
1195-OIYEJ;2023-04-07
6341-AEVKX;2021-11-17
1400-MMYXY;2022-08-24
0530-IJVDB;2018-10-16
0530-IJVDB;2019-07-03
0530-IJVDB;2018-09-17
0530-IJVDB;2021-02-18
0508-SQWPL;2020-02-20
0508-SQWPL;2022-07-03
0508-SQWPL;2023-02-28
7142-HVGBG;2022-07-18
7142-HVGBG;2022-03-04
7142-HVGBG;2022-02-18
7142-HVGBG;2022-05-08
8267-ZNYVZ;2021-12-07
8267-ZNYVZ;2021-11-28
8267-ZNYVZ;2021-10-28
0357-NVCRI;2022-02-19
0357-NVCRI;2022-11-17
5996-EBTKM;2023-05-17
2314-TNDJQ;2018-07-20
2314-TNDJQ;2022-07-07
6797-LNAQX;2022-10-23
6797-LNAQX;2022-11-14
6797-LNAQX;2022-08-11
6797-LNAQX;2022-10-14
6797-LNAQX;2022-07-30
6797-LNAQX;2022-09-20
2750-BJLSB;2021-10-13
2750-BJLSB;2020-11-25
2750-BJLSB;2023-06-03
2750-BJLSB;2021-10-31
6394-MFYNG;2024-02-26
6394-MFYNG;2024-02-26
6394-MFYNG;2024-02-26
6394-MFYNG;2024-02-26
6394-MFYNG;2024-02-26
4690-PKDQG;2023-04-21
4690-PKDQG;2023-12-15
0886-QGENL;2023-11-14
0886-QGENL;2023-11-20
8739-WWKDU;2023-08-26
8739-WWKDU;2023-09-03
7240-FQLHE;2022-07-21
6664-FPDAC;2021-11-23
6664-FPDAC;2022-05-28
6664-FPDAC;2022-05-01
6664-FPDAC;2021-12-02
6664-FPDAC;2022-01-17
6664-FPDAC;2022-03-05
0786-VSSUD;2023-07-02
8468-FZTOE;2023-02-25
8468-FZTOE;2019-01-15
8468-FZTOE;2021-07-02
8468-FZTOE;2019-08-18
8468-FZTOE;2019-05-23
8468-FZTOE;2021-06-19
8468-FZTOE;2023-12-19
3976-BWUCK;2023-03-29
3976-BWUCK;2022-12-15
3976-BWUCK;2023-03-20
3976-BWUCK;2023-02-12
6583-QGCSI;2022-03-28
6583-QGCSI;2022-04-20
6583-QGCSI;2022-05-10
6583-QGCSI;2022-04-20
6583-QGCSI;2022-04-25
4174-LPGTI;2022-04-10
4174-LPGTI;2022-03-13
4174-LPGTI;2021-12-14
4174-LPGTI;2022-04-20
2108-XWMPY;2023-01-13
0093-XWZFY;2022-03-04
0093-XWZFY;2022-03-23
0093-XWZFY;2022-04-27
0093-XWZFY;2022-04-20
0093-XWZFY;2022-02-04
2274-XUATA;2021-08-01
2274-XUATA;2020-03-23
2274-XUATA;2019-08-19
0639-TSIQW;2021-11-16
0639-TSIQW;2022-04-15
0639-TSIQW;2022-02-12
0639-TSIQW;2022-01-02
0639-TSIQW;2022-02-15
0639-TSIQW;2022-03-15
0639-TSIQW;2022-03-16
2234-XADUH;2020-04-18
2234-XADUH;2023-03-03
2234-XADUH;2019-12-28
2234-XADUH;2018-06-18
2234-XADUH;2020-07-10
