Funding_per_contributor,Funding_per_milestone,Status_numeric,average_milestone_duration,average_milestone_duration_days,milestone_days_duration,first_milestone_date,funding_duration_days,last_funding_date,first_funding_date,Is Duplicate Row?,Status,years_from_first_to_last_milestone,last_milestone_date,amount_milestones,Funding_total_size,Fundingrounds,Fundingtotal,LocalCode:42,Name,state,city,zip_code_no_null,latitude,longitude,OfficeAddress_no_null,FoundingDate,closedDate,acquiredDate,BusinessField,NumContributors,NumPartners,company_id_corrected
2250000,2250000,1,2,248,2,01.01.2012,654,24.11.2010,01.01.2010,Unique,Successful (Acquired),0,04.09.2012,2,Medium (2M+),2,4500000,979,ZipList,VA,Sterling,20166,"39,001619","-77,403201",Sterling VA 20166,01.01.2010,,18.03.2017,web,2,9,62432
4000000,1000000,0,4,468,4,01.02.2007,0,01.11.2005,01.11.2005,Unique,Failed,1,13.05.2008,4,Medium (2M+),1,4000000,374,Smalltown,CA,San Mateo,94401,"37,566123","-122,323045",Unknown,15.01.2005,04.11.2018,,web,1,7,2272
16500000,6600000,1,5,730,5,01.08.2011,9856,01.08.2007,01.11.2000,Unique,Successful (Acquired),2,30.07.2013,5,Medium-High (10M+),4,33000000,76,Compete,MA,Boston,2116,"42,346743","-71,076632",Unknown,01.01.2000,,20.01.2018,consulting,2,35,1285
6400000,12800000,1,1,0,1,01.04.2006,896,12.03.2007,19.12.2005,Unique,Successful (Acquired),0,01.04.2006,1,Medium-High (10M+),2,12800000,302,Casabi,CA,Campbell,95008,"37,293687","-121,934573",Unknown,01.01.2004,,05.09.2018,mobile,2,5,18163
18000000,18000000,0,1,0,1,01.01.2006,280,14.11.2006,27.06.2006,Unique,Failed,0,01.01.2006,1,Medium-High (10M+),2,18000000,595,Attune Systems,CA,Santa Clara,95054,"37,386778","-121,966277",Santa Clara CA 95054,01.01.1999,21.02.2018,,hardware,1,6,33771
14233333,42700000,0,1,0,1,01.06.2001,3042,30.08.2011,19.11.2008,Unique,Failed,0,01.06.2001,1,Medium-High (10M+),3,42700000,501,Danotek Motion Technologies,MI,Canton,48187,"42,350749","-83,444589",Unknown,01.01.2001,09.06.2017,,cleantech,3,2,28424
26000000,13000000,1,2,1318,2,01.01.2008,3822,18.03.2010,21.09.2006,Unique,Successful (Acquired),3,10.08.2011,2,Medium-High (10M+),3,26000000,195,RingCube Technologies,CA,Mountain View,94041,"37,3915589","-122,0702643",Unknown,01.01.2005,,04.10.2016,software,1,6,16191
14150000,7075000,1,4,968,4,16.04.2009,6212,01.02.2007,01.11.2002,Unique,Successful (Acquired),2,09.12.2011,4,Medium-High (10M+),4,28300000,468,Plaxo,CA,Sunnyvale,94089,"37,387845","-122,055197",Unknown,17.11.2002,,31.10.2017,web,2,27,27
181818,1000000,1,2,652,2,15.07.2011,0,01.07.2010,01.07.2010,Unique,Successful (Acquired),2,26.04.2013,2,Medium (2M+),1,2000000,878,Wavii,WA,Seattle,98121,"47,603832","-122,330062",Seattle WA 98121,01.03.2009,,03.04.2017,web,11,3,52346
250000,250000,0,1,0,1,01.05.2010,0,01.05.2010,01.05.2010,Unique,Failed,0,01.05.2010,1,Small Investment (<2M),1,250000,941,Dormzy,OH,Columbus,43207,"39,96226","-83,000706",Columbus OH 43207,01.05.2010,16.03.2015,,ecommerce,1,2,58696
5350000,10700000,1,1,0,1,01.11.2009,7905,29.12.2009,31.08.2005,Unique,Successful (Acquired),0,01.11.2009,1,Medium-High (10M+),5,10700000,162,Stratavia,CO,Denver,80202,"39,7462728","-104,9911572",Unknown,01.01.2001,,01.12.2019,software,2,12,15645
11366666,11366666,1,3,642,3,08.08.2009,5601,04.10.2010,24.08.2005,Unique,Successful (Acquired),2,11.05.2011,3,Medium-High (10M+),3,34100000,875,ClairMail,CA,San Rafael,94901,"38,057107","-122,513742",Unknown,01.01.2004,,10.09.2017,finance,3,25,5192
3587500,1195833,1,6,876,6,26.07.2010,2379,04.04.2008,01.02.2006,Unique,Successful (Acquired),2,17.12.2012,6,Medium (2M+),3,7175000,363,Flixster,CA,San Francisco,94103,"37,766909","-122,406676",Unknown,20.01.2006,,26.10.2018,web,2,12,220
4407620,0,0,,,,,3270,24.11.2009,30.11.2006,Unique,Failed,,,,Medium-High (10M+),3,13222860,645,Five Star Technologies,OH,Cleveland,44131,"41,505161","-81,693445",Cleveland OH 44131,01.01.1999,14.04.2017,,other,3,4,37173
92500,185000,0,1,0,1,01.03.2011,1375,01.01.2011,01.04.2010,Unique,Failed,0,01.03.2011,1,Small Investment (<2M),5,185000,914,Wander (f. YongoPal),CA,Mountain View,94040,"37,391642","-122,093935",Mountain View CA 94040,01.01.2010,02.07.2019,,mobile,2,3,55592
2100000,1050000,0,2,264,2,01.01.2013,1521,01.09.2012,13.04.2011,Unique,Failed,0,22.09.2013,2,Medium (2M+),3,2100000,973,Flud,CA,San Diego,92101,"32,721834","-117,161797",San Diego CA 92101,01.10.2010,19.12.2015,,enterprise,1,12,61592
3250000,13000000,1,1,0,1,01.01.2003,0,03.11.2006,03.11.2006,Unique,Successful (Acquired),0,01.01.2003,1,Medium-High (10M+),1,13000000,797,BridgePort Networks,IL,Chicago,60601,"41,875555","-87,624421",Chicago IL 60601,01.01.2002,,15.03.2015,software,4,3,45525
15000000,5000000,1,3,867,3,24.06.2011,0,01.05.2006,01.05.2006,Unique,Successful (Acquired),2,07.11.2013,3,Medium-High (10M+),1,15000000,113,Bebo,CA,San Francisco,94108,"37,782103","-122,401116",Unknown,06.01.2005,,25.05.2016,web,1,30,142
9700000,2425000,0,4,2332,4,01.06.2007,3099,30.03.2010,01.06.2007,Unique,Failed,6,18.10.2013,4,Medium (2M+),3,9700000,422,FameCast,TX,Austin,78702,"30,268735","-97,745209",Unknown,01.01.2007,05.08.2019,,games_video,1,5,2497
2600000,0,0,,,,,0,21.04.2006,21.04.2006,Unique,Failed,,,,Medium (2M+),1,2600000,842,Cerona Networks,MD,Frederick,21703,"39,414219","-77,410927",Frederick MD 21703,01.01.2002,21.11.2016,,public_relations,1,0,49341
3000000,1500000,1,2,602,2,01.01.2011,0,21.10.2010,21.10.2010,Unique,Successful (Acquired),1,24.08.2012,2,Medium (2M+),1,3000000,868,OpenFeint,CA,Burlingame,Unknown,"37,5783263","-122,3485679",Unknown,01.01.2008,,29.12.2015,games_video,1,6,51306
13000000,6500000,1,4,2288,4,01.12.2006,62,01.01.2007,01.12.2006,Unique,Successful (Acquired),7,07.03.2013,4,Medium-High (10M+),2,26000000,1113,Zing Systems,CA,Mountain View,94041,"37,388077","-122,08316",Unknown,01.06.2007,,26.06.2015,games_video,2,10,86
14644489,29288979,1,1,0,1,01.08.2008,8812,12.01.2010,01.01.2004,Unique,Successful (Acquired),0,01.08.2008,1,Medium-High (10M+),4,29288979,887,VirtualLogix,CA,Sunnyvale,94089,"37,409147","-122,015463",Unknown,01.01.2002,,28.07.2017,software,2,9,5347
1428571,5000000,1,2,202,2,13.04.2011,0,05.10.2010,05.10.2010,Unique,Successful (Acquired),0,01.11.2011,2,Medium-High (10M+),1,10000000,850,SocialShield,CA,San Bruno,94066,"37,626166","-122,411025",San Bruno CA 94066,01.09.2009,,17.08.2018,software,7,6,49960
70000,35000,1,2,164,2,01.07.2012,504,01.10.2012,23.01.2012,Unique,Successful (Acquired),0,11.12.2012,2,Small Investment (<2M),2,70000,130,LaunchGram,CA,Mountain View,94041,"37,388869","-122,072353",Mountain View CA 94041,10.01.2012,,14.06.2018,news,1,4,148139
5250000,10500000,0,1,0,1,08.07.2011,592,01.03.2009,09.05.2008,Unique,Failed,0,08.07.2011,1,Medium-High (10M+),2,10500000,355,Airship Ventures,CA,Moffett Field,94035,"37,422859","-122,045217",Moffett Field CA 94035,01.01.2007,06.02.2016,,other,2,3,21492
77333366,0,1,,,,,10398,01.04.2013,03.07.2008,Unique,Successful (Acquired),,,,Very High (100M+),6,232000100,440,Pearl Therapeutics,CA,Redwood City,94063,"37,502169","-122,217727",Unknown,01.01.2006,,23.04.2019,biotech,3,4,25737
44000000,0,0,,,,,3081,24.09.2012,02.12.2009,Unique,Failed,,,,Medium-High (10M+),3,44000000,641,Apnex Medical,MN,Saint Paul,55113,"44,950404","-93,101503",Saint Paul MN 55113,01.01.2006,13.12.2014,,medical,1,3,36892
8000000,8000000,0,1,0,1,01.01.2004,0,23.09.2007,23.09.2007,Unique,Failed,0,01.01.2004,1,Medium (2M+),1,8000000,754,Levanta,CA,San Mateo,94402,"37,551882","-122,313472",San Mateo CA 94402,01.01.1998,25.05.2015,,software,1,2,43458
7166666,5375000,1,4,1604,4,01.07.2007,1074,23.06.2008,01.07.2007,Unique,Successful (Acquired),4,22.11.2011,4,Medium-High (10M+),3,21500000,425,Jaxtr,CA,Menlo Park,94025,"37,451026","-122,18676",Unknown,01.10.2005,,10.02.2019,mobile,3,16,251
281250,1125000,1,2,430,2,07.11.2011,1038,24.02.2012,23.09.2010,Unique,Successful (Acquired),2,10.01.2013,2,Medium (2M+),2,2250000,927,Votizen,CA,Mountain View,94041,"37,388869","-122,072353",Mountain View CA 94041,19.03.2009,,30.12.2014,web,8,6,57338
14500000,4833333,1,3,519,3,01.01.2009,106,01.09.2008,10.07.2008,Unique,Successful (Acquired),1,04.06.2010,3,Medium-High (10M+),2,14500000,227,Challenge Games,TX,Austin,78701,"30,268236","-97,740651",Unknown,01.01.2006,,14.09.2017,network_hosting,1,11,1669
6600000,16500000,1,2,1114,2,01.01.2008,6780,23.03.2010,01.08.2005,Unique,Successful (Acquired),3,18.01.2011,2,Medium-High (10M+),4,33000000,706,Univa UD,IL,Lisle,60188,"41,808458","-88,073008",Unknown,10.05.2004,,24.01.2019,software,5,4,4060
1233333,1233333,0,3,1104,3,23.08.2009,1224,17.08.2011,13.12.2009,Unique,Failed,3,30.08.2012,3,Medium (2M+),2,3700000,529,UpMo,CA,Mountain View,94043,"37,406914","-122,09037",Mountain View CA 94043,01.01.2011,03.08.2017,,enterprise,3,11,30173
20000,20000,0,1,0,1,01.08.2008,0,01.05.2009,01.05.2009,Unique,Failed,0,01.08.2008,1,Small Investment (<2M),1,20000,455,Revetto,MI,Zeeland,49464,"42,8138649","-86,023846",Unknown,01.01.2009,22.11.2017,,web,1,3,26390
6775498,27101994,1,1,0,1,01.01.2003,9416,17.02.2010,08.09.2003,Unique,Successful (Acquired),0,01.01.2003,1,Medium-High (10M+),4,27101994,727,Metatomix,MA,Dedham,2026,"42,241765","-71,166164",Dedham MA 2026,01.01.2000,,03.10.2015,enterprise,4,2,42123
1449998,483332,0,3,477,3,13.05.2010,5360,01.01.2012,01.05.2008,Unique,Failed,1,01.09.2011,3,Small Investment (<2M),4,1449998,609,Hotlist,NY,New York,10013,"40,730646","-73,986614",New York NY 10013,01.01.2008,05.02.2015,,social,1,8,34522
1000000,1000000,0,2,1954,2,31.01.2008,0,19.01.2010,19.01.2010,Unique,Failed,5,06.06.2013,2,Medium (2M+),1,2000000,228,Sway,WI,Middleton,53562,"43,090756","-89,522805",Unknown,03.12.2004,20.05.2015,,advertising,2,6,167
676960,1015441,1,2,534,2,04.08.2010,1596,13.09.2011,30.03.2010,Unique,Successful (Acquired),2,19.01.2012,2,Medium (2M+),3,2030882,396,CardStar,MA,Boston,Unknown,"42,360253","-71,058291",Boston MA 02111-1720,01.12.2008,,19.11.2019,software,3,5,23533
950000,950000,1,4,1804,4,01.01.2009,3972,20.09.2010,01.01.2008,Unique,Successful (Acquired),4,11.12.2013,4,Medium (2M+),4,3800000,932,OtherInbox,TX,Austin,78701,"30,269004","-97,740395",Unknown,01.01.2008,,16.09.2016,messaging,4,4,5801
2257464,0,0,,,,,40,31.01.2010,11.01.2010,Unique,Failed,,,,Medium (2M+),2,2257464,687,Zymetis,MD,College Park,20742,"38,988766","-76,940952",College Park MD 20742,01.01.2006,17.08.2016,,biotech,1,3,39507
35000000,0,0,,,,,0,06.05.2010,06.05.2010,Unique,Failed,,,,Medium-High (10M+),1,35000000,827,International Battery,PA,Allentown,18106,"40,602206","-75,471279",Allentown PA 18106,01.01.2008,16.12.2015,,cleantech,1,0,47440
2500000,7500000,0,1,0,1,01.01.2007,0,18.07.2006,18.07.2006,Unique,Failed,0,01.01.2007,1,Medium (2M+),1,7500000,379,Matisse Networks,CA,Mountain View,94043,"37,406914","-122,09037",Mountain View CA 94043,01.01.2002,17.04.2016,,network_hosting,3,3,22898
148000000,0,0,,,,,639,25.02.2007,27.07.2006,Unique,Failed,,,,Very High (100M+),3,148000000,297,CypherMax,CA,San Jose,95131,"37,3969138","-121,8939054",Unknown,01.01.2000,07.10.2016,,hardware,1,1,18027
137500,1100000,1,1,0,1,01.12.2010,0,20.10.2010,20.10.2010,Unique,Successful (Acquired),0,01.12.2010,1,Small Investment (<2M),1,1100000,729,SkillSlate,NY,New York,10001,"40,750519","-73,993494",New York NY 10001,01.01.2009,,28.10.2015,web,8,8,42193
1276666,2553333,1,3,2148,3,01.01.2008,0,10.07.2006,10.07.2006,Unique,Successful (Acquired),5,17.11.2013,3,Medium (2M+),1,7660000,40,Exaprotect,CA,Mountain View,94043,"37,419347","-122,089639",Unknown,01.01.2004,,08.01.2016,security,6,5,11307
5000000,5000000,0,1,0,1,01.01.2008,0,01.07.2008,01.07.2008,Unique,Failed,0,01.01.2008,1,Medium (2M+),1,5000000,1112,Carbonetworks,CA,San Francisco,94111,"37,805289","-122,404448",Unknown,01.01.2005,05.11.2015,,cleantech,1,6,8596
24300000,12150000,0,2,454,2,25.02.2010,11228,24.05.2011,01.01.2007,Unique,Failed,1,24.05.2011,2,Medium-High (10M+),7,24300000,110,AutoVirt,NH,Nashua,3062,"42,7370219","-71,4872976",Unknown,01.01.2007,04.02.2019,,software,1,5,14028
2166666,2166666,1,3,651,3,01.08.2011,0,26.01.2011,26.01.2011,Unique,Successful (Acquired),2,14.05.2013,3,Medium (2M+),1,6500000,725,Crowd Factory,CA,San Francisco,94114,"37,758229","-122,439512",Unknown,01.01.2009,,18.06.2017,advertising,3,6,421
11575000,11575000,1,4,1372,4,30.05.2008,4332,19.08.2010,01.09.2007,Unique,Successful (Acquired),4,29.02.2012,4,Medium-High (10M+),4,46300000,1146,PlaySpan,CA,Santa Clara,95054,"37,396312","-121,961396",Unknown,01.05.2006,,17.04.2015,games_video,4,12,971
500000,250000,0,2,462,2,01.05.2010,0,19.04.2010,19.04.2010,Unique,Failed,1,05.08.2011,2,Small Investment (<2M),1,500000,752,MyNines,NY,New York,10016,"40,74929","-73,981328",New York NY 10016,01.08.2009,10.01.2016,,ecommerce,1,2,43386
43000000,43000000,0,1,0,1,01.01.2005,638,07.05.2007,22.06.2006,Unique,Failed,0,01.01.2005,1,Medium-High (10M+),2,43000000,286,OpVista,CA,Milpitas,95035,"37,4384108","-121,9240273",Unknown,01.01.2000,10.09.2017,,software,1,2,17775
13250000,17666666,1,3,564,3,01.09.2009,7144,22.09.2010,01.11.2005,Unique,Successful (Acquired),2,20.03.2011,3,High (50M+),4,53000000,916,Aster Data Systems,CA,San Carlos,94070,"37,5068854","-122,2475729",Unknown,01.07.2005,,10.03.2016,analytics,4,13,5585
15000000,30000000,1,1,0,1,01.01.2006,0,03.01.2008,03.01.2008,Unique,Successful (Acquired),0,01.01.2006,1,Medium-High (10M+),1,30000000,252,N2N Commerce,MA,Cambridge,2142,"37,09024","-95,712891",Unknown,01.01.2006,,04.09.2018,ecommerce,2,1,1725
1000000,2500000,1,2,4338,2,01.02.2001,0,20.12.2007,20.12.2007,Unique,Successful (Acquired),11,18.12.2012,2,Medium (2M+),1,5000000,780,CREDANT Technologies,TX,Addison,75001,"32,960431","-96,83026",Addison TX 75001,01.01.2001,,20.05.2016,security,5,6,44576
4175000,8350000,0,2,414,2,01.01.2007,0,01.02.2008,01.02.2008,Unique,Failed,1,19.02.2008,2,Medium-High (10M+),1,16700000,416,JackPot Rewards,MA,Newton,2466,"42,337037","-71,251748",Unknown,01.01.2008,05.08.2018,,web,4,7,2478
675000,675000,1,1,0,1,01.01.2011,686,12.04.2012,05.05.2011,Unique,Successful (Acquired),0,01.01.2011,1,Small Investment (<2M),2,675000,1094,RentStuff.com,TN,Nashville,37201,"36,16223","-86,774353",Nashville TN 37201,01.01.2010,,02.03.2017,web,1,3,83142
666666,666666,0,3,723,3,01.02.2009,730,01.01.2010,01.01.2009,Unique,Failed,2,25.01.2011,3,Medium (2M+),2,2000000,662,Thwapr,NY,New York,10014,"40,730646","-73,986614",New York NY 10014,01.01.2007,30.04.2019,,photo_video,3,7,38019
2950000,5900000,1,2,2890,2,01.01.2002,556,17.05.2006,12.08.2005,Unique,Successful (Acquired),7,30.11.2009,2,Medium-High (10M+),2,11800000,57,Guardium,MA,Waltham,2451,"42,37564","-71,2358",Waltham MA 2451,01.01.2002,,31.07.2015,search,4,1,12171
13650000,6825000,1,4,144,4,01.05.2013,16401,30.07.2012,01.03.2006,Unique,Successful (Acquired),0,22.09.2013,4,Medium-High (10M+),7,27300000,404,Blip,NY,New York,10012,"40,728425","-73,999882",New York NY 10012,01.05.2005,,30.12.2017,games_video,2,23,24029
119104999,79403333,1,3,621,3,23.11.2011,21119,24.10.2012,21.07.2004,Unique,Successful (Acquired),2,04.08.2013,3,Very High (100M+),7,238209999,59,ExactTarget,IN,Indianapolis,46204,"39,7672093","-86,1580785",Unknown,01.12.2000,,11.07.2017,software,2,29,12178
8300000,8300000,1,3,2589,3,01.02.2006,9758,26.02.2010,04.05.2006,Unique,Successful (Acquired),7,06.03.2013,3,Medium-High (10M+),7,24900000,395,MOG,CA,Berkeley,94710,"37,872222","-122,268403",Unknown,01.06.2005,,21.12.2014,music,3,12,2351
2000000,0,0,,,,,0,12.07.2010,12.07.2010,Unique,Failed,,,,Medium (2M+),1,2000000,873,Wellcore,CA,San Jose,95134,"37,404788","-121,940842",San Jose CA 95134,01.01.2007,22.07.2016,,hardware,1,1,51745
4485666,8971333,1,3,3531,3,03.05.2000,7116,30.06.2006,01.01.2000,Unique,Successful (Acquired),10,01.01.2010,3,Medium-High (10M+),3,26914000,191,ArcSight,CA,Cupertino,95014,"37,31679","-122,05079",Unknown,01.01.2000,,30.04.2016,software,6,24,16178
40400000,13466666,1,3,1128,3,18.05.2010,11196,01.05.2012,01.09.2004,Unique,Successful (Acquired),3,20.06.2013,3,Medium-High (10M+),4,40400000,245,adBrite,CA,San Francisco,94103,"37,779026","-122,40184",Unknown,01.01.2003,,06.01.2019,advertising,1,17,170
687500,916666,1,3,1269,3,01.02.2010,1538,09.12.2009,01.11.2007,Unique,Successful (Acquired),3,23.07.2013,3,Medium (2M+),2,2750000,187,Goodreads,CA,Santa Monica,60401,"34,01052","-118,495981",Unknown,15.01.2007,,21.06.2017,web,4,11,1612
4100000,2050000,1,2,406,2,01.06.2010,602,08.05.2012,12.07.2011,Unique,Successful (Acquired),1,12.07.2011,2,Medium (2M+),2,4100000,1049,CopperEgg Corporation,TX,Austin,78701,"30,280148","-97,749908",Austin TX 78701,01.06.2010,,07.12.2016,enterprise,1,3,75008
7228704,3614352,0,2,6,2,12.05.2010,6050,27.08.2013,05.05.2010,Unique,Failed,0,18.05.2010,2,Medium (2M+),5,7228704,736,Internet Pawn,CO,Centennial,80112,"39,568064","-104,977831",Centennial CO 80112,01.01.2009,18.05.2018,,finance,1,0,42519
128333,256666,1,3,777,3,01.01.2010,0,01.08.2010,01.08.2010,Unique,Successful (Acquired),2,18.02.2012,3,Small Investment (<2M),1,770000,899,Kima Labs,CA,San Francisco,94107,"37,7869983","-122,400893",Unknown,01.01.2010,,24.08.2017,mobile,6,3,54465
13000000,13000000,1,1,0,1,01.10.2006,796,31.07.2006,28.06.2005,Unique,Successful (Acquired),0,01.10.2006,1,Medium-High (10M+),2,13000000,603,Netcordia,MD,Annapolis,21401,"38,97864","-76,492786",Annapolis MD 21401,01.01.2000,,03.03.2018,network_hosting,1,3,34152
100000,0,0,,,,,0,29.08.2008,29.08.2008,Unique,Failed,,,,Small Investment (<2M),1,500000,495,lifeIO,NY,New York,10013,"40,730646","-73,986614",New York NY 10013,29.08.2006,10.07.2017,,web,5,4,28162
13000000,39000000,1,1,0,1,01.01.2010,13355,18.05.2012,24.01.2005,Unique,Successful (Acquired),0,01.01.2010,1,Medium-High (10M+),5,39000000,448,StreamBase Systems,MA,Lexington,2421,"42,447318","-71,2245",Lexington MA 2421,01.01.2003,,22.02.2017,software,3,13,26007
3000000,3000000,1,2,692,2,01.03.2010,762,17.08.2009,01.08.2008,Unique,Successful (Acquired),2,21.01.2012,2,Medium (2M+),2,6000000,955,Jambool,CA,San Francisco,94105,"37,782101","-122,389519",Unknown,01.08.2006,,04.05.2017,finance,2,9,5986
6005000,6005000,1,2,18,2,24.08.2012,562,15.11.2011,07.02.2011,Unique,Successful (Acquired),0,11.09.2012,2,Medium-High (10M+),2,12010000,1011,NexGen Storage,CO,Louisville,80027,"39,977763","-105,13193",Louisville CO 80027,01.01.2010,,31.05.2017,software,2,14,68169
13454718,53818873,1,1,0,1,01.03.2008,8976,16.12.2009,11.11.2005,Unique,Successful (Acquired),0,01.03.2008,1,High (50M+),6,53818873,223,Siimpel Corporation,CA,Arcadia,91006,"34,1086325","-118,0215818",Unknown,01.01.2000,,05.02.2016,hardware,4,7,16613
21543333,21543333,1,3,525,3,29.07.2011,14400,01.01.2012,06.06.2005,Unique,Successful (Acquired),2,03.01.2013,3,High (50M+),6,64630000,337,Zenprise,CA,Redwood City,94063,"37,484347","-122,225803",Redwood City CA 94063,01.01.2003,,06.04.2015,mobile,3,10,20117
4000000,0,0,,,,,840,08.08.2012,15.06.2011,Unique,Failed,,,,Medium (2M+),2,4000000,1073,Gigi Hill,CA,Yorba Linda,92887,"33,87751","-117,727046",Yorba Linda CA 92887,01.01.2009,10.02.2015,,manufacturing,1,9,79149
650000,0,0,,,,,0,01.01.2007,01.01.2007,Unique,Failed,,,,Small Investment (<2M),1,650000,88,Q-magic,CA,Palo Alto,94301,"37,448944","-122,161415",Unknown,01.02.2007,29.03.2018,,public_relations,1,3,13358
940261,470130,1,2,1414,2,27.10.2008,0,16.07.2010,16.07.2010,Unique,Successful (Acquired),4,10.09.2012,2,Small Investment (<2M),1,940261,77,Brickfish,IL,Chicago,60601,"41,8851542","-87,6223183",Unknown,01.11.2005,,10.03.2017,software,1,17,12957
5250000,3500000,0,3,114,3,01.06.2010,1983,23.09.2010,01.12.2008,Unique,Failed,0,23.09.2010,3,Medium-High (10M+),3,10500000,22,Geodelic Systems,CA,Los Angeles,90034,"34,005914","-118,488129",Unknown,01.01.2008,27.07.2018,,mobile,2,8,10610
3575000,4766666,1,3,612,3,22.09.2010,906,01.09.2007,05.06.2006,Unique,Successful (Acquired),2,26.05.2012,3,Medium-High (10M+),2,14300000,74,MerchantCircle,CA,Mountain View,94040,"37,391642","-122,093935",Mountain View CA 94040,01.10.2005,,19.01.2018,web,4,13,1283
6666666,0,0,,,,,0,26.02.2007,26.02.2007,Unique,Failed,,,,Medium-High (10M+),1,20000000,198,Aquest Systems,CA,Sunnyvale,94085,"37,390956","-122,032795",Unknown,01.01.2004,15.10.2019,,hardware,3,0,16264
8800000,0,0,,,,,868,19.11.2008,12.09.2007,Unique,Failed,,,,Medium (2M+),2,8800000,494,VT Silicon,GA,Atlanta,30308,"33,774486","-84,385448",Unknown,01.01.2002,24.03.2017,,semiconductor,1,2,28114
14000000,14000000,1,2,202,2,01.09.2011,2961,25.02.2009,14.06.2006,Unique,Successful (Acquired),1,20.03.2012,2,Medium-High (10M+),3,28000000,441,Aveksa,MA,Waltham,2451,"42,3988661","-71,253781",Unknown,01.01.2004,,10.09.2018,software,2,7,25743
10306666,30920000,1,1,0,1,01.01.2004,630,21.06.2006,10.08.2005,Unique,Successful (Acquired),0,01.01.2004,1,Medium-High (10M+),2,30920000,832,Navini Networks,TX,Richardson,75082,"32,997114","-96,676137",Richardson TX 75082,01.01.2000,,01.07.2016,public_relations,3,3,47848
9400000,0,1,,,,,4566,25.03.2011,23.01.2007,Unique,Successful (Acquired),,,,Medium-High (10M+),3,28200000,760,BridgePoint Medical,MN,Plymouth,55441,"45,006515","-93,46651",Plymouth MN 55441,01.01.2005,,11.10.2018,medical,3,7,43831
2050000,1366666,1,3,324,3,13.04.2009,0,04.02.2009,04.02.2009,Unique,Successful (Acquired),1,03.03.2010,3,Medium (2M+),1,4100000,129,Transpond,CA,San Francisco,94107,"37,782978","-122,394517",Unknown,01.01.2007,,23.10.2019,advertising,2,6,14787
19643411,19643411,1,4,1648,4,28.11.2007,7795,07.11.2011,01.08.2007,Unique,Successful (Acquired),5,31.05.2012,4,High (50M+),5,78573646,885,sezmi,CA,Belmont,94002,"37,524422","-122,265869",Unknown,01.01.2007,,29.06.2016,games_video,4,10,531
12630351,37891054,1,1,0,1,01.04.2008,2862,22.12.2010,12.05.2008,Unique,Successful (Acquired),0,01.04.2008,1,Medium-High (10M+),3,37891054,201,Multigig,CA,Scotts Valley,95066,"35,966068","-115,118671",Unknown,01.01.2003,,12.02.2018,semiconductor,3,5,16273
11300000,5650000,0,2,374,2,24.01.2009,4272,25.05.2010,01.07.2006,Unique,Failed,1,01.02.2010,2,Medium-High (10M+),3,11300000,1017,Swaptree Inc.,MA,Boston,2109,"42,358956","-71,054776",Unknown,01.01.2010,14.11.2017,,web,1,5,6964
7000000,0,0,,,,,1310,03.01.2009,20.03.2007,Unique,Failed,,,,Medium (2M+),2,7000000,267,Appscio,CA,Freedom,Unknown,"36,9397206","-121,7768449",Unknown,01.01.2006,28.12.2016,,software,1,4,17512
7525000,15050000,1,1,0,1,01.01.2005,460,24.04.2006,06.09.2005,Unique,Successful (Acquired),0,01.01.2005,1,Medium-High (10M+),2,15050000,798,CentrePath,MA,Waltham,2451,"42,37564","-71,2358",Waltham MA 2451,01.01.2000,,13.04.2017,software,2,4,45611
1333333,0,0,,,,,0,13.11.2006,13.11.2006,Unique,Failed,,,,Medium (2M+),1,4000000,300,Etology,CA,Foster City,94404,"37,561111","-122,270487",Unknown,01.06.2005,25.08.2016,,web,3,0,18080
18700000,0,0,,,,,3411,16.07.2010,05.06.2007,Unique,Failed,,,,Medium-High (10M+),3,18700000,680,iKoa,CA,Menlo Park,94025,"39,78373","-100,445882",Menlo Park CA 94025,01.01.2006,15.11.2018,,semiconductor,1,0,39105
1525000,3050000,1,2,926,2,01.01.2006,0,31.05.2006,31.05.2006,Unique,Successful (Acquired),2,14.07.2008,2,Medium (2M+),1,6100000,695,Krugle,CA,Menlo Park,94025,"37,45604","-122,165399",Unknown,01.01.2006,,29.01.2017,search,4,10,3986
15000000,15000000,0,2,602,2,10.05.2010,790,06.06.2011,07.05.2010,Unique,Failed,2,01.01.2012,2,Medium-High (10M+),2,30000000,828,Infineta Systems,CA,San Jose,95134,"37,404788","-121,940842",San Jose CA 95134,01.01.2008,24.04.2018,,software,2,4,47587
1750000,1750000,1,2,536,2,13.02.2011,0,01.11.2010,01.11.2010,Unique,Successful (Acquired),1,01.08.2012,2,Medium (2M+),1,3500000,980,Jumo,NY,New York,10012,"40,728425","-73,999882",New York NY 10012,01.02.2010,,07.01.2016,social,2,5,62802
1500000,750000,1,4,764,4,03.09.2008,0,01.12.2007,01.12.2007,Unique,Successful (Acquired),2,05.10.2010,4,Medium (2M+),1,3000000,153,Dapper,CA,San Francisco,94107,"37,7766184","-122,3938931",Unknown,01.10.2006,,28.04.2017,advertising,2,19,1541
802833,2408500,0,1,0,1,01.07.2011,1136,06.07.2011,15.12.2009,Unique,Failed,0,01.07.2011,1,Medium (2M+),2,2408500,1086,Caterva,IL,Champaign,61820,"40,116421","-88,243383",Champaign IL 61820,01.01.2008,09.05.2017,,social,3,1,81474
